venue	tags
v15189	['chinese', 'dumplings']
v15193	['delicious', 'fast food', 'fried chicken', 'restaurant', 'vegan', 'vegan', ' fast food', ' williamsburg', ' brooklyn']
v15209	['nan']
v15235	['nan']
v15245	['hamburgers', 'sandwiches']
v15246	['deliciousness', 'fresh bread']
v15256	['bed bath & beyond', 'burritos', 'chelsea', 'coffee', 'coffee shop', 'food', 'lunch', 'manhattan', 'new york', 'ny', 'nyc', 'online order', 'pastry', 'sandwiches', 'toss salad']
v15258	"[""elissa d. we're coming for mayor!!"", 'fro yo', 'gossipgirl', 'pinkberry', 'possible location of that one gossip girl scene', 'yogurt']"
v15260	['nan']
v15261	['cafe', 'coffee']
v15302	['food']
v15313	"['$3 well drink tuesdays', 'bar', 'bbq', 'beer', 'big buck hunter', ""brother jimmy's bbq"", 'college', 'karaoke tuesdays', 'pbr', 'southern food', 'turtle bay grill & lounge']"
v15314	['nan']
v15323	['basement location', 'classic west village', 'cocktails', 'french chef', 'garden', 'white tin ceiling']
v15341	['heros', 'massive', 'pasta', 'reuben', 'sandwiches', 'subs']
v15351	['a la carte', 'cheap eats', 'chinese', 'dim sum all day', 'dimsum', 'dinner', 'egg rolls', 'lunch crowd', 'nom wah', 'soup buns', 'tea']
v15355	['nan']
v15368	['a bit douchey', 'brunch', 'cafe', 'coffee', 'french', 'garden', 'new age music']
v15380	['nan']
v15412	['breakfast', 'diner', 'restaurant']
v15420	['mexican food', 'restaurant']
v15430	['astoria', 'coffee', 'iced coffee']
v15447	['coffee', 'hoboken', 'zagat', 'zagat-rated']
v15456	['crepes', 'croque madame', 'french food']
v15457	['timeoutny']
v15463	['bubble tea', 'table seating', 'tea']
v15475	['food', 'margaritas', 'mexican food', 'organic', 'party', 'tequila']
v15487	['ice cream', 'upper west side']
v15501	['italian', 'outside seating', 'park slope']
v15502	['back patio', 'brunch', 'dinner', 'get fresh', 'grass fed', 'healthy', 'organic', 'outside seating', 'paleo', 'stumptown', 'tasty']
v15503	[' gossip girl', ' socialite', 'brooklyn', 'burgers', 'douchebag', 'fried chicken', 'fried chicken joint', 'open late']
v15506	['good for late nights', 'kimchi', 'korean food', 'soju', 'spam']
v15527	['zagat-rated']
v15529	"[""60's"", 'diner', 'milkshakes', 'photobooth', 'tator tots']"
v15535	['food', 'jamba', 'jamba juice?', 'natural juices', 'smoothies']
v15537	['nan']
v15541	"['beer', 'beer bongs', ""big screen tv's"", 'brews', 'burgers', 'cask ale', 'craft beer', 'drink specials', 'happy hour', 'liquor', 'lounge area', 'music', 'world cup']"
v15550	['american restaurants', 'american restaurants|carry out and take out|southwestern restaurants|bars and pubs', 'bars and pubs', 'carry out and take out', 'southwestern restaurants']
v15551	['margaritas', 'mexican', 'tacos', 'tequila']
v15558	['brunch', 'coffee']
v15577	['bubble tea', 'east village']
v15590	['bravo andy', 'desserts', 'top chef']
v15591	['coffee', 'coffee shop', 'diner', 'people watching']
v15597	['nan']
v15599	['calzones', 'espresso', 'freshly made gelato', ' everyday.  yummy', 'gelato', 'italian', 'pasta', 'red sauce']
v15606	['bones', 'chicken', 'mashed potatoes', 'rotisserie chicken', 'slow cooked pork', 'sweet potatoes']
v15608	['clusterfuck', 'deep fried chickpeas', 'falafel']
v15636	['brazil']
v15647	['nan']
v15661	['bagels', 'good_mark', 'salad bar']
v15662	['\\baked goods\\', 'baked goods', 'coffee', 'coffee', ' daily hot food', ' salads', ' baked goods']
v15692	['cocktails', 'food', 'good steak', 'half off wine bottles on mondays', 'late night', 'private dining available', 'seafood', 'trendy']
v15693	['asian', 'cash-only', 'food', 'inexpensive', 'vegetarian friendly']
v15704	['italian', 'pasta', 'pizza']
v15705	['pizza']
v15740	['breakfast', 'diner', 'pop culture', 'shakes', 'tater tots']
v15743	"['baguettes', ""baker's dozen"", 'bakery', 'bread', 'cafe', 'coffee', 'cupcake', 'cupcake bakery', 'espresso', 'french', 'iced tea', 'late', 'lemonade', 'picnic', 'picnic in the park', 'salads', 'sandwiches', 'soup', 'tartines']"
v15752	['nan']
v15795	['brooklyn', 'burgers', 'chimay', 'craft beer', 'palm ale', 'prospect park', 'six point', 'sports', 'wings']
v15808	['curry', 'spicy']
v15856	['coffee', 'drinks', 'food', 'live music']
v15862	['vegetarian-friendly']
v15876	['deli', 'sandwich', 'soup']
v15892	['nan']
v15900	['zagat-rated']
v15901	['guacamole', 'zagat-rated']
v15904	"['custard', ""rita's italian ice""]"
v15917	['austrian', 'cafe', 'campus cafetaria', 'coffee', 'expresso']
v15930	['bbq', 'beer', 'cnn superfan', 'cnn worldcup', 'wings']
v15936	['giantfuckinglion', 'lunch', 'salad bar', 'sandwiches', 'smoothies']
v15944	['byob', 'restaurant', 'spicy', 'sri lankan']
v15960	['nan']
v16020	['brunch', 'burgers', 'college', 'comfort food', 'diner', 'kitsch', 'pop culture', 'restaurant']
v16029	['24 west 55th street ny', ' ny']
v16054	['diner', 'mexican']
v16055	['bar']
v16059	['blt', 'byo', 'chowder', 'clam chowder', 'dessert', 'gluten free options', 'live maine lobster', 'lobster rolls', 'lunch', 'mac & cheese', 'seafood', 'shrimp rolls', 'soup', 'whoopie pie']
v16079	['brunch', 'norwegian', 'outdoor seating', 'smorgas', 'swedish', 'waffles']
v16095	['nan']
v16103	['coffee', 'crown heights', 'douchebag', ' brooklyn', ' gossip girl', ' socialite', 'espresso', 'flat white', 'prospect heights', 'wifi']
v16119	['gyoza', 'onigiri', 'ramen']
v16126	['asparagus', 'handmade soda', 'hot dogs', 'kobe dog', 'mac & cheese', 'non-fried fries', 'sausage']
v16141	['asian', 'restaurant', 'zagat']
v16148	['amazing calamari', 'brunch', 'chandeliers', 'gramercy', 'manhattan', 'sangria', 'tapas']
v16167	['nan']
v16189	['chelsea market', 'thai', 'thai food']
v16195	['brooklyn', 'pasta', 'pizza', 'zagat-rated']
v16211	['fine dining', 'zagat']
v16220	['east village', 'restaurant', 'thai']
v16254	['cheap', 'chicken', 'east village', 'falafel', 'greenwich village', 'lamb', 'late night', 'lunch', 'middle eastern', 'quick', 'salad', 'shwarma', 'st marks', 'village']
v16259	['bagels', 'bialys', 'coffee', 'lox']
v16263	['burrito', 'mexican', 'vegetarian']
v16264	['delivery', 'thai food']
v16297	['nan']
v16317	['mexican']
v16324	['noodle house']
v16345	['desserts', 'lunch', 'macarons', 'quiches', 'sandwiches']
v16346	['donuts', 'doughnuts']
v16349	['quick tasty sushi']
v16350	['topchef']
v16357	"['alfajor', 'argentinian', 'avacodo fries', ""avocado fries...lobster tempura tacos...this will be my valentine's day treat"", 'hipster', 'lomito completo', 'williamsburg']"
v16361	['beer', 'coffee', 'outdoor seating', 'sandwiches', 'wifi']
v16362	['bravo', 'socialite', 'socialities']
v16364	['wine']
v16368	[' coffee shop', 'bakery', 'brooklyn', 'choice eats', 'pizza']
v16377	['burgers', 'jukebox', 'outdoor happy hour', 'raw bar', 'wall street hangout']
v16378	['healthy', 'lunch', 'smoothie', 'wfc', 'world financial center']
v16403	['pad thai', 'thai', 'vegetarian']
v16437	[' patio', 'restaurant', 'spanish', 'tapas', 'wine']
v16439	['nan']
v16466	['nan']
v16504	['zagat-rated']
v16505	['brooklyn', 'smoothies', 'vegan']
v16506	['falafel', 'sabich']
v16526	['nan']
v16545	['pizza', 'pizzaiolo']
v16564	['beautiful space', 'chef george mendes', 'flatiron', 'gossipgirl', 'iberian', 'mediterranean restaurant', 'michelin star', 'open kitchen', 'portuguese', 'private dining', 'restaurant', 'specialty cocktails', 'theater', 'union square', 'zagat', 'zagat-rated']
v16574	['nan']
v16576	['bruschetta', 'bruschetteria', 'italian', 'italian restaurant', 'les', 'lower east side', 'new york city', 'nyc', 'panini', 'salads']
v16607	['cozy', 'food', 'garage door', 'mediterranean', 'warm']
v16623	['authentic', 'food', 'food', 'kebab', 'lamb', 'turkish']
v16625	['restaurant']
v16626	['choice eats', 'gluten free pizza', 'green', 'organic', 'sustainable']
v16653	['american', 'burgers', 'cobble hill', 'organic', 'southern']
v16671	['bagels', 'best']
v16672	['bakery', 'cake', 'cheesecake', 'cinnamon rolls', 'coffee', 'cookies', 'cupcakes', 'desserts', 'muffins', 'scones']
v16675	['sushi', 'ty ku']
v16679	['\\happy hour\\ mon- fri 4 to 7pm o', 'burritos', 'chimichangas', 'chips', 'enchiladas', 'fajitas', 'guacamole', 'happy hour', 'jukebox', 'margaritas', 'margaritas $4.50 and beer $ 3.50', 'mexican', 'quesadillas', 'salsa', 'tacos', 'the best margaritas in town']
v16683	['diner']
v16699	['brunch', 'extensive wine menu', 'italian', 'panini', 'wine']
v16717	['nan']
v16744	['bar', 'beer', 'chill pub', 'great party venue', 'pub', 'pub food']
v16745	['pizza', 'sandwiches']
v16811	['cafe', 'coffee', 'douchebag', 'espresso', 'matthew crumrine', 'wifi']
v16816	['brooklyn root beer', 'brookyln', 'comfort food', 'fried chicken', 'fried food', 'thrillist', 'timeoutny']
v16827	['italian', 'pizza']
v16828	['falafel', 'healthy', 'restaurants', 'vegetarian']
v16847	['nan']
v16855	['burgers', 'fast food', 'sliders']
v16858	['nan']
v16863	['bacon burger', 'bbq', 'beach', 'fries', 'gossip girl', 'park', 'socialite', 'socialities']
v16875	['24 hours', 'bibimbop', 'korean']
v16905	['nan']
v16910	['delivery', 'guacamole', 'margaritas', 'outdoor seating', 'private rooms', 'salsa', 'sangria', 'tacos', 'tequila']
v16913	['chain', 'chelsea', 'coffee', 'manhattan', 'sandwiches']
v16953	[' gossip girl', ' playground', ' socialite', '2 michelin stars', 'bravo', 'douchebag', 'genius', 'italian', 'michael white', 'michelin star', 'park', 'pasta', 'seafood']
v16962	['bowling alley', 'breakfast food', 'burgers', 'diner', 'dog run', 'food', 'fried chicken', 'gallery', 'hells kitchen', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'vegetarian']
v16965	['college crowd late night']
v16983	['best foam', 'chandeliers', 'delicious', 'fancy', 'iced tea', 'pasta', 'salad', 'wine']
v17026	['byob', 'japanese', 'sushi', 'ues', 'upper east side']
v17030	['vietnamese food']
v17031	['bubble tea', 'cafe', 'taiwanese snacks']
v17038	['italian', 'pasta', 'salad', 'sandwich', 'soup']
v17059	['nan']
v17066	['chinese', 'dumpling', 'fusion', 'japanese', 'sushi', 'thai']
v17085	['food', 'fries', 'good burger', 'good music', 'goodburger', 'milkshakes', 'nyc', 'onion rings', 'turkey burger', 'veggie burger']
v17088	['bacon & eggs', 'brunch', 'dinner', 'groups', 'italian', 'latte', 'michelin', 'mimosa', 'outdoor patio', 'pancakes', 'pasta']
v17090	"[""'za""]"
v17105	['hot pot', 'japanese', 'social dining']
v17137	['beer', 'british', 'burgers', 'chandeliers', 'gastropub', 'hotel bar', 'oysters', 'thompson hotel']
v17138	['cafe', 'coffee', 'restaurant']
v17162	['rice and beans']
v17170	['artopolis', 'artopoliscafe', 'crepe']
v17171	['hibiscus tea', 'organic', 'sandwiches']
v17216	['deli', 'hoboken', 'mozzarella', 'mutz', 'roast beef']
v17228	['indian', 'kosher', 'vegan', 'vegetarian']
v17251	[' fries', 'chicken']
v17282	['brooklyn', 'coffee', 'douchebag', 'douchebags', 'fresh coffee', 'hipster', 'iced coffee', 'lounge', 'pastries', 'restroom', 'starbuck', 'starbucks', 'strollers', 'tea', 'wi-fi']
v17297	['burger conquest', 'sliders']
v17305	['bbq seitan', 'east village', 'fake meat wizardry', 'flavorful vegan pho', 'vegetarian', 'vietnamese']
v17313	['breakfast', 'coffee', 'dirty south', 'espresso', 'live music', 'stump town', 'vegetarian', 'yoohoo']
v17316	['???????']
v17319	['nan']
v17323	['buffet', 'chaat', 'indian', 'restaurant']
v17381	['awesome & speedy delivery', 'brooklyn', 'food', 'greenpoint', 'salads', 'sandwiches']
v17405	['nan']
v17406	['thai']
v17415	[' gossip girl', ' playground', ' socialite', 'bar', 'bravo', 'brunch', 'cafetaria', 'cocktails', 'douchebag', 'financial district', 'fireplace', 'frat boy', 'fried chicken', 'hiphostessnyc top pick', 'hotel restaurant', 'italian', 'locanda verde', 'outdoor', 'outdoors', 'photobooth', 'restaurant', 'top chef', 'wine', 'zagat-rated']
v17426	['extensive wine list', 'omakase', 'sake', 'shabu shabu', 'shochu', 'soba', 'sushi', 'teriyaki', 'udon', 'waterfront', 'zagat rated']
v17465	['beer', 'burritos', 'guacamole', 'margaritas', 'mexican', 'outdoor seating', 'sangria', 'stone street', 'tacos', 'tequila']
v17472	['italian', 'restaurant', 'theater district']
v17489	['falafel', 'healthy', 'vegetarian']
v17494	['nan']
v17516	['bagels', 'food', 'muffins', 'sandwiches']
v17546	['korean']
v17591	['best slice pizza', 'gossip girl', 'pizza']
v17626	['college', 'frat boys', 'jumbo', 'slice']
v17665	['social dining']
v17675	['cafe', 'coffee shop']
v17677	['douchbags', 'douchebag', 'starbucks']
v17679	['donut shop', 'dunkin donuts', ' bagels', ' coffee', ' breakfast']
v17689	['55', 'cabbage', 'chicken', 'curry', 'double', 'egg', 'go!go!curry!', 'home run', 'japanese', 'katsu', 'matsui', 'pork', 'sausage', 'single', 'soymilk', 'walk']
v17692	['andy cohen', 'bon appetit', 'social dining', 'zagat-rated']
v17697	['bakery', 'brownies', 'cookies', 'cupcake', 'cupcakes', 'dessert', 'desserts', 'pudding', 'trendy']
v17698	['cart', 'chicken', 'chicken and rice', 'falafel', 'food truck', 'gyro', 'halal', 'kofta', 'lamb', 'rice', 'salad', 'street cart', 'yelp']
v17710	"['bagel', 'breakfast', ""brooklyn's best bagels"", 'coffee', 'cookie', 'cupcake', 'sandwiches']"
v17716	['peruvian food', 'rotisserie chicken']
v17717	['gelato']
v17730	['brunch', 'burgers', 'cole slaw', 'diner', 'french toast', 'pancakes', 'restaurant']
v17731	['nan']
v17741	['bar', 'beer', 'bon appetit mag', 'boulud', 'burgers', 'charcuterie', 'comfort food', 'daniel boulud', 'french', 'gilles verot', 'gossip girl', 'michters', 'mussels', 'october fest', 'outdoor', 'outdoors', 'piggie', 'puma social hot spot', 'sausage']
v17777	['crepes', 'nutella']
v17779	['bowling alley', 'dog run', 'fried chicken', 'gallery', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'vegetarian\\/vegan']
v17795	['vietnamese']
v17830	['cheap', 'falafel', 'hummus', 'salads', 'soups', 'union square']
v17835	['biscuits', 'coffee', 'frappuccino', 'muffins']
v17871	['american food']
v17879	['korean', 'porridge', 'soup', 'tofu']
v17885	['dessert', 'frozen yogurt', 'iced teas', 'parfaits', 'smoothies']
v17935	['diner']
v17938	['fastfood', 'food']
v17955	['Craft 2', 'Fast-Casual', 'Mexican', 'Mexican Gumbo', 'burrito', 'burritos', 'guacamole', 'mexican', 'nachos', 'new york', 'public seating', 'quesadillas', 'queso', 'tacos', 'texmex', 'value']
v17973	['cupcake', 'cupcakes', 'scone']
v17983	['beer', 'brunch', 'coffee', 'desserts', 'genesee cream ale', 'good_mark', 'punx', 'sandwiches', 'vegan', 'wine']
v18005	['burgers', 'food', 'fries', 'peanuts']
v18007	['pizza']
v18009	['bar', 'date', 'dessert', 'hotel bar', 'hotel restaurant', 'noodle', 'sake', 'sushi', ' japanese', 'upscale']
v18014	['cafe', 'coffee', 'starbucks', 'union square', 'wifi']
v18024	['nan']
v18063	['asian', 'barbecue', 'filipino', 'filipino food', 'food']
v18071	['mexican', 'tacos', 'taqueria', 'tortilla factory', 'tortilleria mexicana los hermanos']
v18076	['brunch', 'chelsea', 'coffee con leche', 'oatmeal', 'restaurant', 'spanish']
v18117	['nan']
v18124	['nan']
v18144	['burgers', 'fries']
v18151	['bloody mary', 'brunch', 'caipirinha', 'choripan', 'cocktails', 'couve', 'eggs benedict', 'feijoada', 'hot waitresses', 'p?o de queijo', 'soccer', 'steak and eggs', 'world cup']
v18159	['brooklyn', 'burger', 'byob', 'mozzarella sticks']
v18167	[' good seating', 'books', 'coffee', 'loungy', 'peace & quiet', 'stumptown', 'wifi']
v18170	['bite size cupcakes', 'cupcake shop', 'cupcakes']
v18175	['deli', 'fidi', 'food', 'grocery']
v18176	['falafel', 'mat runs this', 'vegetarian']
v18177	['chinese', 'dumplings']
v18187	['japanese', 'sushi']
v18191	['coffee shop', 'pie', 'pierogies']
v18194	['nan']
v18221	['nan']
v18222	['bakery', 'cereal milk', 'compost cookie', 'cookies', 'crack pie', 'desserts', 'ice cream', 'pie', 'soft serve', 'softserve', 'stumptown coffee', 'sugar high']
v18227	['cheese', 'coffee', 'italian', 'pasta', 'pastry', 'power', 'sandwiches', 'wifi']
v18253	['authentic', 'falafel', 'schwarma']
v18279	['brunch', 'delicious dinner', 'garden seating', 'great bartenders', 'great nightlife', 'wine']
v18285	['chinatown', 'chinese food', 'food']
v19178	['bakery', 'brownies', 'cookies', 'cupcake', 'cupcakes', 'desserts', 'pudding', 'trendy']
v19182	['italian', 'restaurant', 'wine']
v19183	['diner', 'dog run', 'fried chicken', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'sushi', 'vegan', 'vegetarian', 'wine bar']
v19336	['nan']
v19346	['2nd ave', 'pizza', 'sicilian pizza', 'trendy']
v19359	['baked goods', 'blondies', 'brownies', 'chelsea market', 'chocolate']
v19393	['cookies', 'cupcakes', 'dessert', 'espresso', 'events', 'filled croissants', 'food cart', 'food truck', 'food wagon', 'promotions', 'quiche', 'whoopie pies']
v19410	['nan']
v19414	['baked goods', 'best chocolate chip cookies', 'coffee', 'vegan']
v19416	['happy hour', 'lunch special']
v19417	['brazilian', 'feijoada (saturdays)', 'south american']
v19426	['all vegetarian', 'gluten-free', 'kosher', 'organic', 'pizza', 'vegan', 'vegetarian']
v19432	['astoria', 'cheese', 'cocktails', 'date', 'date place', 'food', 'pizza', 'romantic', 'tapas', 'wine', 'wine bar']
v19433	['brunch', 'dinner']
v19488	['gossip girl']
v19517	['mexican', 'restaurant', 'tacos']
v19518	['nan']
v19536	['nan']
v19558	['burritos', 'tacos']
v19573	['bbq', 'ty ku']
v19576	['food', 'tapas']
v19608	['nan']
v19624	['friday hangout', 'newport bar']
v19644	['awesome!', 'curry', 'northern thai', 'pond', 'rice', 'thai food']
v19646	['japanese', 'sushi', 'theatre district']
v19666	['chilaqueras']
v19669	['pizza']
v19674	['blt', 'brunch', 'college', 'columbia students', 'diner', 'frat boys', 'late night']
v19700	['breadsticks', 'nachos', 'pizza', 'taco']
v19713	['2 michelin stars', 'chef paul liebrandt', 'chef shawn gawle', 'corton', 'food & wine best new chef', 'french', 'modern', 'tasting menu', 'tribeca', 'wine list']
v19734	['coffee']
v19768	['2 michelin stars', 'asian-fusion', 'financial district', 'michelin star', 'wsj']
v19778	['curry', 'thai']
v19780	['cheap beer', 'dive bar', 'hamburgers', 'newark']
v19782	['nymag', 'socialite']
v19807	['nan']
v19808	['nan']
v19837	['br guest hospitality', 'do it yourself doughnuts', 'dry aging room', 'outdoor dining', 'private room', 'raw bar', 'seafood', 'steak', 'table-side caesar', 'wine list', 'www.brguesthospitality.com', 'zagat rated']
v19842	['cosy', 'fusion cusine', 'sea food']
v19879	['hummus', 'pita', 'tea', 'wine']
v19889	['nan']
v19897	['beef', 'chicken', 'cuban', 'plantains', 'pork', 'stew']
v19912	['frozen yogurt', 'fruit', 'fruit parfait', 'natural', 'smoothies', 'toppings', 'yogurt']
v19914	['steakhouse']
v19920	['gluten-free']
v19939	"['alcohol', 'bar', 'breakfast', 'cocktails', 'drinks', 'food', 'friendly staff', 'great food', ""happy are those who eat at jo's"", 'happy hour', 'late night', 'mixology', 'puma social hot spot', 'socialite']"
v19954	['bar', 'drinks', 'italian']
v19972	[' beer&wine', 'coffee', 'patio', 'sandwiches']
v20001	['french', 'frites', 'restaurant', 'steak', 'steak frites', 'steak frites', ' french bistro', 'steak', ' fries', ' sauce', ' wine', ' salad', 'wine']
v20006	['nan']
v20017	['nan']
v20023	['awesome', 'drunken noodle', 'laksa', 'malaysian', 'michelin star', 'mouth watering', 'pad see ew', 'shumai', 'singaporean', 'thai', 'union square']
v20043	['nan']
v20071	['bakery', 'breakfast pizza', 'coffee', 'high-end breakfast sandwich', 'latte', 'pastries']
v20077	['nan']
v20084	['coffee']
v20121	['delicious']
v20128	['nan']
v20130	['br guest hospitality', 'brunch', 'outdoor seating', 'private room', 'raw bar', 'upper east side']
v20134	['nan']
v20183	['nan']
v20184	['baked', 'bread', 'brooklyn', 'cake', 'coffee', 'cupcake', 'cupcakes', 'dessert', 'fresh', 'just dessert', 'pastries', 'quiche', 'sandwiches', 'scones']
v20237	['coffee', 'espresso', 'salads', 'sandwiches', 'smoothies', 'snacks', 'vegan treats']
v20248	['vietnamese']
v20250	['sushi']
v20255	['nan']
v20280	['brooklyn', 'brunch', 'churros', 'mexican', 'social dining', 'tequila', 'vegetarian friendly']
v20329	['cake', 'cash only', 'chicken pot pie', 'coffee', 'cookies', 'cupcake', 'ice cream', 'muffin', 'pastry', 'pie', 'savories', 'scone', 'shepards pie', 'wifi']
v20356	['coffee', 'tea']
v20373	['nan']
v20374	['chicken burger']
v20383	['coffee', 'coffee shop', 'gossip girl', 'historychannel', 'socialite', 'starbucks']
v20433	['24 hours', 'beer', 'deli', 'meat', 'sandwich', 'sandwiches', 'subs', 'vegan', 'vegetarian']
v20445	['donut shop']
v20476	['coffee shop']
v20489	['24 hour', 'burgers']
v20497	['$1 oysters at the bar', 'bar', 'beer', 'brewpub', 'cocktail', 'craftbeer', 'gastrobrewery', 'great wine list', 'housemade pastas', 'oysters', 'pizza', 'tapas', 'winebar']
v20500	['nan']
v20553	['nan']
v20592	['byob', 'sushi']
v20614	[' douchbags', 'baked goods', 'best coffee', 'caf¨¦', 'coffee', 'douchbag', 'espresso', 'pastries']
v20622	['brunch']
v20624	['british food', 'british imports', 'cute store cat', 'jammie dodgers', 'meat pies', 'shortbread', 'tea']
v20626	['curry', 'indian food', 'naan', 'tiki masala']
v20707	['nan']
v20714	['nan']
v20748	['pizza']
v20758	['french', 'kosher', 'ou', 'steakhouse']
v20779	['bread', 'coffee', 'yum']
v20804	['brooklyn', 'douchebag', 'italy', 'louisiana', 'pizza', 'spicy']
v20836	['awesome food', 'bodega', 'hot sauce', 'mexican', 'sopes', 'tacos', 'tortas']
v20856	['beer', 'coffee', 'cookies', 'eggs', 'fair trade', 'peace & quiet', 'salad', 'sandwich', 'tea', 'wine']
v20885	['nan']
v20904	['coffee', 'lunch', 'outside', 'sandwich', 'sandwiches']
v20929	['diner', 'jewish', 'jill zarin', 'kosher', 'pricey']
v20930	['brunch', 'hamburger', 'milkshakes', 'organic']
v20934	['nan']
v20969	['bar', 'burger']
v21021	['ty ku', 'under the bridge']
v21029	['bowling alley', 'dog run', 'fried chicken', 'gallery', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'vegetarian\\/vegan']
v21033	['cafe', 'locally grown', 'organic', 'pantry']
v21038	['breakfast', 'coffee', 'dessert', 'diner', 'dinner', 'lunch']
v21041	['bowling alley', 'diner', 'dog run', 'fried chicken', 'gallery', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'vegetarian']
v21067	['sushi']
v21070	['bowling alley', 'diner', 'dog run', 'fried chicken', 'gallery', 'karaoke bar', 'ki area', 'play ground', 'ski area', 'vegetarian']
v21124	['diner', 'disco fries']
v21157	['burgers', 'french fries', 'shakes']
v21166	['baked goods', 'beer shakes', 'chocolate', 'cookies', 'cupcake', 'milk shakes']
v21176	['nan']
v21207	['cocktails', 'indian']
v21231	['brooklyn', 'brooklyn museum', 'gossip girl', 'jerk chicken', 'socialite']
v21235	['nan']
v21237	['mexican food', 'real housewife']
v21289	['pastries']
v21291	['coffee']
v21298	['nan']
v21323	['bakery', 'coffee', 'lunch', 'onigiri', 'pastries']
v21324	['24\\/7', 'coffee', 'expensive', 'starbucks', 'tea', 'unlocked bathrooms', 'wifi']
v21343	['good ambiance', 'skirt stake is so good']
v21345	['appetizers', 'black angus sirloin', 'great sangria']
v21347	['nan']
v21387	['bagel shop', 'bagels', 'begals', ' bakery', ' coffee', 'cream cheese', 'jewish food', 'lunch', 'smoked salmon']
v21388	['cafe', 'free wifi', 'world cup 2010']
v21395	['lunch']
v21397	['chopped', 'healthy', 'salad', 'takeout']
v21404	['astoria', 'coffee']
v21406	['burritos', 'cal-mex', 'tacos', 'tacqueria']
v21413	['cocktails', 'colonial d¨¦cor', 'fort defiance', 'homemade seltzer water', 'new american', 'red hook', 'wsj lunch box']
v21422	['americano', 'coffee']
v21440	"['adirondack creamery', 'brooklyn', 'cupcakes', 'egg cream', 'farm fresh', 'ice cream', 'local food', ""robicelli's cupcakes""]"
v21451	"['bakery', 'cakes', 'coffee', 'cookies', 'cupcake', 'cupcakes', ""tlc's""]"
v21455	['1127', 'coffee', 'dinges', 'food truck', 'food wagon', 'goesting', 'spekuloos', 'street cart', 'wafels', 'waffle truck', 'wmd']
v21476	['brunch', 'cocktails', 'free pool table', 'mac & cheese', 'ny state microbrews', 'outdoor patio', 'pool table', 'prix-fixe', 'restaurant', 'shellfish', 'the a-list', 'wine tasting']
v21512	['breakfast', 'coffee', 'food', 'lunch', 'pret', 'salad', 'sandwich', 'soup']
v21513	['baguette', 'bakery', 'bread', 'breakfast', 'brunch', 'cafe', 'coffee', 'croissant', 'french food', 'lunch', 'organic', 'pastries', 'retail', 'salads', 'vegan', 'vegetarian']
v21534	['nan']
v21545	['coffee', 'lower east side']
v21547	['nan']
v21558	['dosas', 'idli', 'indian', 'medu vada', 'parotta', 'pongal', 'poori', 'south india', 'south indian filter coffee', 'uttapam', 'vada sambhar']
v21598	['80s night', 'bbq', 'big buck hunter', 'brunch', 'chicken and waffles at night', 'drink specials', 'frickles!', 'live music', 'sports', 'upper east side', 'zagat rated']
v21605	['japanese restaurant', 'sushi bar']
v21608	['nan']
v21625	['cheeseburger fries', 'eggplant balls', 'fries', 'pasta', 'subs', 'wings']
v21638	['authentic italian', 'chianti', 'downtown manhattan', 'fidi', 'financial district', 'homemade pasta', 'italian', 'italy', 'mozzarella', 'pasta', 'pizza', 'prosecco', 'restaurant', 'seafood', 'south street seaport', 'tiramisu', 'wine bar']
v21639	['happy hour', 'italian', 'pizza']
v21640	['brunch', 'cakes', 'cupcakes', 'diner']
v21657	"['BBQ', 'Bar-b-que', 'Restaurant', ""andre' king"", 'bar-b-cue', 'bbq', 'burger joint', 'ribs', 'times square']"
v21660	['burritos', 'mexican', 'midtown']
v21661	['beer', 'burgers', 'salad bar']
v21677	['hot chocolate']
v21728	['amazing chicken', 'bar', 'intelligentsia coffee', 'lipstick on a pig', 'restaurant', 'south slope']
v21744	['dine in\\/take out', 'falafel', 'hummus', 'pita', 'salad', 'soup']
v21771	['bagels', 'west village']
v21789	['handmade quesadillas', 'margarita', 'mexican', 'mexican food', 'sangria', 'tequila']
v21795	[':coffee', 'clover', 'latte', 'tea', 'table seating', 'espresso', 'pastries', 'synesso', 'coffee cupping', 'classes', 'art', 'rocket espresso machine', 'guest espresso', 'merchandise', '', 'cafe', 'coffee', 'no wi-fi', 'park slope']
v21817	['a-list', 'empanadas', 'sangria']
v21818	['byo', 'zagat-rated']
v21826	['steak', 'zagat-rated']
v21831	['pizza', 'social dining']
v21833	['brunch', 'family style', 'open late', 'pasta', 'pizza']
v21841	['cpk', 'pizza']
v21861	['nan']
v21933	['outdoor seating']
v21963	['italian restaurants', 'pizza places']
v21967	['nan']
v21970	['italian ice']
v22142	['coffee', 'latte']
v22145	['korean', 'lunch specials', 'naengmyun']
v22148	['nan']
v22158	['fireplace', 'organic']
v22183	['popcorn', 'yoga bunny detox']
v22214	['bakery', 'belgian', 'bread', 'coffee', 'organic', 'pastries', 'vegan', 'vegetarian']
v22218	['burritos', 'mexican']
v22261	['nan']
v22268	['thai']
v22280	['nan']
v22318	['nan']
v22351	['24x7', 'late', 'yes']
