userid	venue_id	tips
1008388	2012741	Impressive, ornate, and romantic place to start or end a midtown NYC evening
1008388	2012741	Sadly Gilt is closed for the summer - come back in the fall!
1050423	2012753	Jimmy Prada is the best bartender & DJ. He's also pretty hot. Make sure to check him out at the bar!
1120193	2012753	This is the NYC Cheers and I guess I am Norm
1071605	2012753	Great choice for brunch. Super affordable, great drinks and food, stellar service, good house music.
1007067	2012763	Get the spaghetti. Best in all of NY.
1015416	2012763	one of my favorite italian restaurants in the city
1077380	2012763	Tasting menu is a steal. Bread Basket=AMAZING.
1238035	2012763	Loved everything I ate here, especially the banana dessert! Polenta starter is delicious but a bit heavier than you might expect.
1196154	2012763	Get the sphagetti, period.  You will not regret it.
1158827	2012764	Awesome Dairy-Free Ice Cream!!!  Will be back!!!
1000953	2012764	excellent dairy-free ice cream & desserts, nice outdoor benches and park.
1000072	2012764	try \
1005663	2012764	Not in the mood for ice cream? Stogo has Babycakes cupcakes.
1055911	2012773	WLAN Access on network obika guest ... password is \
1013095	2012790	If you look up across the street there's always a girl on the third floor jogging in front of the window. Not even on a treadmill or anything, just running in place ha. Always a phone to her ear, too
1027769	2012790	Love the carne asada.  The wait is long...but worth it.
1013501	2012790	40 Minutes and waiting. Not good for a short lunch break
1066854	2012790	The line is super long during work week lunch. If you go either go really early or not o at all.
1008952	2012790	Order anything and you won't be disappointed. Seriously fresh and well made. It's a long wait but most things that are good take time.
1011466	2012790	The secret must be the flaky, toasted tortillas...
1021605	2012792	Wednesday Night is Trivia night and the Trivia is wonderfully obscure!
1016049	2012792	Four words: Lobster Mac and Cheese.
1043388	2012792	Brunch is generally good; dinner OK but a little pricy; Awesome beer selection. The service is decent, although it can be spotty when they're really busy. They have an open mic every Monday.
1240799	2012792	Strong bottomless Mimosa's. Strong = Fabulous
1062536	2012792	Try a hum punch or come to our Punch Lab Sunday, May 15th, 3:30-5.  http:\/\/events.constantcontact.com\/register\/event?llr=bfatvmcab&oeidk=a07e3ulg6b9d1d99a23
1222158	2012793	Whatever you do... Try the food. Drink too but try the food. Off the hook.
1204517	2012796	Great Chinese - better than other Ollie's chains. Lunch special is 1 entree and a soup of your choice for only $6.50.
1000953	2012796	Fantastic noodles near Columbia
1242835	2012796	The everything soup is fantastic in cold weather!
1006315	2012799	Get there early if you want the stuffed French toast -- they \
1096032	2012799	Sit at the counter and order a lunch special with yellow rice and red beans. Finish up with a latte. Hard to find a better meal in Hoboken.
1248367	2012818	Awesome little diner. Polite, efficient staff. Very clean. Good prices. And, the ultimate sign of a good diner - good pickles, good 'slaw. Love it.
1009803	2012826	Wifi: native \/ Password: nativebeans
1079486	2012826	Roast beef, mozzarella, horseradish, and sun dried tomatoes on a toasted everything bagel (#8) - go for it! You won't regret it!
1000072	2012833	coconut tiger shrimp sandwich. that's all you need to know
1163242	2012833	Cash only but worth it.
1008663	2012833	Try the Coconut Tiger Shrimp sandwich
1047683	2012833	The pulled pork sando here is amazing.
1243139	2012833	Five-spice glazed pork belly ... get the pork belly in YOUR belly!!
1046513	2012833	Amazing sandwiches, too addictive. Highly Recommended.
1010565	2012833	It's ALL about the pork belly, baby!
1043905	2012833	Their pork belly sandwich makes me feel funny in the pants.
1027367	2012833	Basically around the corner, what's stopping me?????
1031304	2012833	Legit spot.  Think veal meatball is my favorite.
1043293	2012833	Coconut Shrimp sandwich FTW, IMHO. Add a healthy dose of sriracha for every bite.
1047178	2012833	Pulled pork and coconut shrimp are the best ones, but any sandwich from here will leave you satisfied (and hooked for life!).
1105569	2012833	Get the veal meatballs.
1036865	2012833	The grilled corn is no joke the best corn I've had anywhere at any time in my life. You'll love it!
1184931	2012833	Dear Foursquare, this is not a Vietnamese restaurant. It's Cambodian. Try the coconut shrimp sandwich with some blood orange lemonade to drink- perfect lunch!!
1216812	2012833	My favorite place to pick up lunch... the catfish sandwich is amazing as well as the coconut tiger shrimp and the grilled corn.
1024915	2012833	coconut shrimp sandwich
1064130	2012833	cash only. crazy good pulled pork.
1193062	2012833	The pork belly sandwich was good, but that corn on the cob with chili mayo, coconut flakes, and chili powder was frikin so awesome.
1011315	2012833	I had the Pulled Pork banh mi. It's every bit as nomalicious as everyone says. This is deffo the real deal. Cash only, seating is upstairs a small spiral staircase. Lots of sriracha bottles. Yes!
1193804	2012862	the fish tacos are awesome
1092904	2012862	Ask to Be seated with Matt if dining in. Veggie sandwich is great. Burger solid.
1154317	2012862	Definitely order Friedman burger with bacon and pepper jack cheese for $1, and ask for spicy ranch on side!
1013880	2012867	Great lunch special - $6.95 for an Appetizer and a Lunch Entree
1000334	2012867	Try the Grilled Salmon - #yum #fresh #delicious #healthy #basil (via @Foodspotting)
1000334	2012867	Try the Grilled Salmon - #4HD #thai (via @Foodspotting)
1011947	2012867	The Long Island Roasted Duck is just insane
1042406	2012875	come here for the excellent weekday happy hour: $4 draughts, $5 wines and $5 caiprinhas & mojitos!
1152861	2012875	Try the Eggplant Polenta Fantastic! My friend is having the Fresh Toast and it's to die for, for sure a mohito is a must here.
1062274	2012875	Drink the pineapple mint juice. Very refreshing!
1186838	2012896	Say hi to me or Peter!  We may just buy you a cocktail!  Cheers!
1037459	2012896	banana dessert is a must!
1011075	2012896	watermelon gazpacho. OMG!
1012726	2012896	Chique and sexy place for great mixes (drinks are now done by mixologists and not bartenders, hehehe)
1048016	2012898	Amazing Tapas and Sangria! Monday night is $12.95 Steak night, Sat night is Belly Dancer central!
1048016	2012898	Amazing Tapas and Sangria! Monday night is $12.95 Steak night, Sat night is Belly Dancer central!
1004546	2012903	Wifi password: sheeplove.  No joke.
1019732	2012903	Really great drip coffee from direct trade blah blah blah. Basically this coffeshop signals the incredible decadence of our society. Love it therefore
1008210	2012903	Best coffee I've had.
1086519	2012903	They are serious about their coffee here!! Good thing too, cause I like it that way! Low key, free wifi, but don't order food--$10 for a simple sliced bread sandwich?!?\u2026 (3 of 4 petals via Fondu)
1149548	2012903	When they have it, La Perla de Oaxaca (it's Mexican coffee) is incredible.
1029301	2012903	Any drink ordered here will be superbly prepared and delicious. Friendly service, the place has an excellent vibe!  It does get quite busy; enjoy a quieter setting downstairs. Dig the light fixtures.
1000068	2012903	Say hello to my daughter while you're there.  This is her local haunt.  Quiet, pretty blonde reading a book.
1054949	2012903	Great coffee! Definitely mix it up. Get a cortado or macchiato...great coffee art from skilled baristas! Great vibe, but check out downstairs too for a chiller area.
1043293	2012906	You'll need to make some noise to keep your water glass full, but other than that Menkui Tei is a solid, happy Japanese restaurant with food that's ordinary in Japan but much appreciated stateside.
1138382	2012906	There are \
1222298	2012906	Absolutely terrible music played way too loud all the time. The ramen more than makes up for it though!
1079452	2012906	Try monk fish liver if you are adventurer. It's soooo great
1023853	2012908	Try the lemonanana
1066227	2012908	The health sandwich is a great deal. Eggplant, salad, hummus, an egg. So tasty.
1000072	2012910	my spot for lunch when I'm working from home (rotate between any of their four basic sandwiches)
1065107	2012910	Get a rice ball, and then eat it out of your hand while you walk to your destination.
1003021	2012913	Breakfast on the UWS dis is da place!
1036055	2012913	City Diner Burger. This is heaven.
1011908	2012913	Speaking as the Mayor, I'm very happy with this breakfast spot. If only they rewarded me for my loyalty over Big Daddy.
1035592	2012914	Get the wineless sangria!!!
1013095	2012914	Chorizo burrito: get it. packed with guacamole and well-seasoned meat
1038956	2012914	The food is absolutely horrid. The service and margaritas are also really bad. The restaurant itself is nice and has wonderful patio. If you go, just don't eat...
1013999	2012927	The best coffee in the hood (D'Amico BBTP blend) and perfect coffee lids (most of the time)!
1206777	2012927	It's all about the French toast bagel.
1187044	2012927	The breakfast wraps are good but the bagels are lame.
1000556	2012927	Nice people but a bit aloof, coffee spilled on counter wasn't cleaned and they charged me twice for a sandwich and wouldn't have caught it themselves if I hadnt brought it to the cashiers attention
1222469	2012964	BEST burger in Astoria! Order the Cajun Fire burger, w\/bacon, american cheese (in addition to the blue cheese)... You won't regret it=)
1091387	2012964	the Shack Shack\/5 Guys of Astoria. Yummm burgers and try the cajun fries!
1001404	2012989	It's OK that you've never heard of Il Porto, because it hasn't been around forever. But if you want some of the best pizza NYC has to offer be sure to stop here -- it's cheap.
1006359	2012989	Pizza is pretty good, but skip the desserts. Worst cannoli I've ever had.
1000072	2012991	after a long ride, try something simple like their take on a lemonade: purified water, lemon juice, agave. i tried the heavier combinations and i just couldn't take it (need to get used to the tastes)
1001296	2012991	The Peaches and Dreams smoothie with an added liver detox boost will zap away your hangover like fairy dust!
1013880	2012991	The Grasshopper is a perfect post workout refresher... Spend the extra 50cent for the large drink, its worth it.
1178067	2012991	Friendliest staff in all of NYC. Pressed juices are the way to go. Not cheap.
1026072	2012991	Get Grasshopper! Totally worth the money.
1002870	2012991	Cider - get the cider!!
1006088	2012996	Service is wicked slow.
1099687	2012996	The quinoa arugula salad is fantastic. Service takes forever.
1013384	2013015	don't expect to get seated on a game night
1021148	2013015	The chocolate fudge cake is good, but wasn't hot (not sure its supposed to be, but would make it better)
1097107	2013015	Terrance was our server! Awesome! Try the jerk\/hot BBQ mix. AMAZING!
1000102	2013015	Mediocre food, but at least the service is bad.
1038431	2013016	That was the best French toast that I've ever had. Incredible!
1013095	2013016	Rosemary olive oil SO GOOD
1038431	2013016	Received a tip saying not to skip over Landmarc for brunch... and I won't!
1030718	2013016	Be sure to finish off your meal with the Cotton Candy Flavor of the Day, and - if you ask nicely - an extra one or two of the housemade caramels.
1059456	2013016	the burgers here are very good. also try the lardon and frisee salad with poached egg. i prefer the location at time warner over TriBeCa.
1001671	2013016	Great for breakfast meetings in mid-town, lots of space, great coffee & service.
1024317	2013016	Great place for a dinner date or a lunch work meeting. I highly recommend the Rock Shrimp Risotto.
1196154	2013016	great late night eats, a lot of chefs and cooks hit this place up after work.
1021881	2013017	Come here for great breakfast food, good hip hop through the speakers and friendly book convo! Best place in the neighborhood by far...
1104352	2013017	Holy crap! This place seems to have become 1,000,000x better - seemingly overnight. Almost as amazing as it was two years ago. I love it!! And they're back to a full menu!
1024436	2013028	eurotart. fruit, coconut flakes, and brownie bites. oh my.
1183760	2013028	Great selection of frozen yogurt. I love that it is self serve.
1147338	2013028	do strawberry yogurt w\/ ny chz cake bites yummyyy
1122123	2013028	euro tart is def the best flavor for those who still want the yogurt\/tart consistency and the the creaminess of red mango or pinkberry.
1029320	2013028	If you here on November 15th-mention \
1065308	2013028	The birthday cake flavor is to die for!
1002772	2013033	new favorite restaurant in williamsburg
1012991	2013033	The sake here is amazing, make sure to ask the waitress to describe them all to you. Also the atmosphere makes you feel like you are in Japan, when you're really in Brooklyn. There are also buttons
1080104	2013047	Gorgeous atmosphere, great service, top-notch food & drink. Cannot wait to return! Make sure to try the scallops, grilled shrimp appetizer, and those dessert donuts. Wow.
1019066	2013047	great drinks, but it's a pretty small place
1009961	2013047	If you want to get on the bartenders' good graces order a shot of Fernet by the end of the night you've made a new host of friends.
1027648	2013047	great late night dance party downstairs
1018799	2013047	Dr Funk = the drink to have. Awesome awesome awesome.
1041365	2013070	any pasta! so good. short ribs are nearly illeagally delicious.
1041365	2013070	Garganelli. It's no longer the antagonist from The Smurfs. So good!
1177297	2013073	Try the marble pound cake
1133092	2013073	Some of the staff are really nice. Don't let long lines send you away; they're efficient. Try the Trenta size for an extra jolt.
1158275	2013073	They have a bathroom!
1052563	2013073	Venti iced carmel macchiato is the way to go.by the way, anything they make a latte of, they can make in a frappuchino!
1000072	2013074	the lobster burger with the spicy mayo on the bottom is just right (especially when you're really hungry)
1000072	2013074	wednesdays at ed's: lobster meatballs. oh my. two of my most favorite things in the world -- on one plate
1082569	2013074	Try the Fried Ipswich clams-a pile of the fat clams, fried in a light, crisp cracker coating. Tartar sauce with chopped pickles comes on the side, but you hardly need it
1019732	2013074	Ed's Lobster Bar concept expands to it's third location on one of the best eating blocks in the city. Clean. Fresh. Inviting. Impeccable food. Order anything. Be happy.
1055222	2013074	A rename suggestion: Ed's-ice cream sandwich I wish I could have sex with-Bar
1000191	2013074	make sure you try fried oyster sliders, Ed recommended them
1008466	2013074	Get the lobster meatballs if they're offering them (wed and sat usually) but make sure you have someone to share them with. Also try the oyster sampler.
1248686	2013093	Expand your noodle options by ordering one of the stir fry dishes with a side of steamed noodles.
1087167	2013093	Great atmosphere! I love this place!
1027367	2013093	The Red Snapper in the Garden is really good-you have to fillet it.Sauce is sweet,tangy&refreshing.goes great w the fish & the fruit & veggies it's served over
1184931	2013096	toasted bagel + sundried tomato cream cheese.  DO IT
1016602	2013101	Stop in here for a cup of stumptown coffee.
1033575	2013101	Pretzel roll with butter + brie is off the chain!!!
1042283	2013101	Best Soy Cortado in Brooklyn, lovely staff & great pastries.
1018840	2013106	Grab a Bacon Cheeseburger Deluxe, extra Cole Slaw.
1251553	2013107	trust me and try the cannoli and\/or tiramisu
1131041	2013108	Some of the best pizza I've ever had!
1101472	2013108	2 squares, to go, 3 napkins, to eat in the parking lot.
1031932	2013108	People rave about this place but I thought it wasn't much better than a hot n ready from Little Caesars.
1095346	2013108	I don't even KNOW what's on the menu besides two squares and a rainbow (chocolate, vanilla, pistachio) spumoni. Bring home half a tray and a quart of spumoni for those unwilling to make the trek here.
1153770	2013108	Get the square slice.sit outside.people watch.
1049177	2013108	Def the best sicilian slice I've ever had. The regular slice is decent but when eating here your best bet is the sicilian. Your taste buds will thank you later.
1049177	2013108	Def the best sicilian slice I've ever had. The regular slice is decent but when eating here your best bet is the sicilian. Your taste buds will thank you later.
1000953	2013108	A fav place to escape by motorbike for lunch on nice day
1000953	2013108	Quintessential deep Brooklyn Italian. outdoor tables make for a great motorcycle ride destination.
1043905	2013115	Great air con & fresh juice smell = REFRESHING!
1048678	2013115	The wifi pw is HOLA:)ISAACURUS
1082569	2013119	Get the burek-it comes with a choice of several different stuffings (feta, feta and spinach, or feta and sun-dried tomatoes) and one makes a good meal, especially if you get a side of babaganoush!
1213351	2013119	The appetizer platter is amazing...a nice mix of middle eastern standards. Everyone here is super nice and who doesn't love a BYOB!
1026013	2013119	One of the only places I know where you can find meat-filled stuffed grape leaves. Sooo good and authentic.
1007599	2013131	Hot Almond Bubble Tea is delicious.
1183665	2013141	Get a spinach, mushroom, and sweet onion frittata. Out of this world, and incredible deal for 8.50
1183665	2013141	Very good 5.50 2-egg, toast, and potatoes breakfast special
1027184	2013145	Try the drunken noodle (via @Foodspotting)
1027184	2013145	Try the drunken noodle - #pescatarian. Man I love these noodle #spicy  (via @Foodspotting)
1057461	2013145	Best Saturday Brunch around!
1211609	2013145	I was quite impressed with this venue. It was massive, but all the little nooks gave it such an interesting appeal. I will definitely keep this place in mind for a future 2 Plus 2 gathering.Check ou
1027184	2013145	Try the Chicken satay (via @Foodspotting)
1027184	2013145	Try the Three Eggs Any Style (via @Foodspotting)
1027184	2013145	Try the Lobster Eggs Benedict - #delicious  (via @Foodspotting)
1211609	2013145	Definitely a place to come for drinks. I loved the layout of the restautant. Vast and cavernous, giving it an open feeling without being outside.....
1019997	2013145	If you're here for gRAGEuatiobn, make sure to make put with whoever you've had your eye on for the past 4 years. Last chance!
1050620	2013146	Weekend brunch is lively.
1000953	2013146	lunch special is best in town- fantastic black n blue burger, soup, drink for $10
1000953	2013146	New covered sidewalk seating. Burgers, wifi
1050246	2013146	Go with the Chipotle or Mediterranean salad
1215619	2013146	only place ill get a machiato.
1031251	2013152	Good place to wait out the M23 bus when it's cold. You can watch up 23rd in cozy comfort...
1000102	2013174	Like the Alibi across the street, very bad cell service in here.
1000102	2013174	They actually will still do take out. You just need to ask nicely :)
1066148	2013174	Ask for the full beer list - the selection of American crafts brews tends to be quite good!
1028031	2013174	Get a bloody Mary. Best in town
1024873	2013176	Try the Shrimp Avocado - Great choice  (via @Foodspotting)
1024873	2013176	Try the Steamed Egg Custard (via @Foodspotting)
1024873	2013176	Try the Gen Mai Cha - Delicious and unique (via @Foodspotting)
1004546	2013209	12 oz OJ for $3.75, 16 oz for $5.65?  Let's figure out some better pricing!
1029831	2013209	$1 baked goods on Thursdays with purchase of a smoothie
1090175	2013209	My favourite Jamba and Delilah is the best server!
1034355	2013209	Best music I've ever heard in a Jamba Juice!
1082113	2013209	The unfriendly girl at register seems rushed and having a bad Monday. Not my fault!
1082113	2013209	Nice if Jamba offered rice or almond milk for those of us who avoid soy.
1004787	2013209	I think they have jumped the shark. The whole franchise has really let itself go. I miss 2000 when they were immaculate, high quality and moderately priced.
1116062	2013209	Earl grey tea and soy milk. Yep. Tea. Suck it.
1104832	2013212	The half caprese sandwich on multigrain is to die for... So fresh and delicious!
1070297	2013212	The sandwiches are fantastic too! I endorse the goat cheese red pepper avocado and the caprese avocado :)
1070297	2013212	Probably the best iced chai I have ever have. I'd come back just for that, but the sand
1059619	2013227	Great selection of brunch items (baked eggs, eggs spaniard, buttermilk pancakes) & Stumptown coffee!
1142268	2013227	Cutest little breakfast place.  Delicious oatmeal w\/ berries & brown sugar!
1063386	2013231	Some of best sandwiches in the city! Big enough to share!
1006411	2013231	Try the Eggplant Parm Sandwich (via @Foodspotting)
1053489	2013231	Greaseball is good.
1028196	2013232	The chicken tinga is all you will ever need. A must stop if you love Mexican and are in the area. Beats Kelloggs anyday.
1102967	2013232	Kinda $$ but worth it, they make a great bacon cheese burger
1005009	2013233	No bells & whistles\u2014just fantastic coffee.
1005009	2013233	Try their new Pure Black bottled coffee. Served over ice, it's the tastiest, strongest pre-made coffee known to man.
1059619	2013233	Try the almond croissant. One of the best in the city.
1038456	2013233	The espresso is burned. The grinding is too fine.
1022683	2013233	FYI: No bathroom is kind of a bummer. Other than that perfection.
1008466	2013245	The only chick-fil-a in NYC. No need for an NYU ID, just walk in.
1042214	2013245	Check out NYC's only Chick-fil-A. It's inside a dorm but open to the public. Go straight in until you hit the food court, then turn right. If you reach the kosher area you've gone too far!
1047378	2013245	If you ask for sauce they will peer pressure you into getting two of each one.
1027769	2013245	Closed on NYU holidays and breaks. Also closed on Sundays (duh) and they close at 3pm on Fridays.
1026202	2013245	Call before you come. It's closed on all kinds of random days and all summer.
1140970	2013248	The Parisian burger is by far the best one on the menu!!
1024436	2013261	no cell phones at the counter!
1024436	2013261	$4.20 for a latte. oh baristas, you so funny.
1005663	2013261	I haven't had a better soy latte anywhere in the city than at Ninth Street Espresso.
1000616	2013263	They got an @square cash register...
1163242	2013263	Love the square setup at the counter.
1001581	2013263	Counter Culture beans and talented baristas = damn good espresso. One of the best cappuccinos in the city.
1059619	2013263	Not overly crowded, tummy coffee, and great almond croissant! Cash only.
1059867	2013263	One of the best in city. The people here love their jobs and it shows. Plus I love to support businesses that embrace tech - they use a square and ipad instead of cash register. Love it.
1011947	2013263	Loyalty cards!! Buy 9, get the 10th free!
1004373	2013264	Red Snapper - The best gin bloody mary ever.
1012310	2013264	get the clam pie tonight, it's incredibly good!
1004373	2013264	Here for brunch? Order the Alexander the Great. Delicious drink.
1001317	2013283	Get the rice noodles with sweet sauce & peanut sauce. Add a little hot sauce for even more delish.
1159682	2013307	As close to Spain as you can get!!! Great staff, romantic decor, delicious tapas! http:\/\/www.itunes.com\/officialhank
1148605	2013307	Gets busy but worth every penny. Must try coca de setas!!
1146238	2013307	Very nice fennel salad! Eat it with patatas bravas...delicious! Free wifi btw...
1001174	2013308	Seperate lines at each register at this Pret.  Please don't be a lemming and get on the long line of folks who don't know.
1112676	2013308	Delicious flakey croissants
1001586	2013308	Good Oatmeal
1242835	2013315	Fast, friendly service. The food is delicious and they sell more than just wings.
1242835	2013315	Trivia competition every Thursday night at 9 pm!
1063009	2013337	Get the Pork Buns! Best bun in NYC!
1017982	2013337	Fastest way to bypass a large line on busy days is to just step all the way in and be seated. Order 2 buns then place the rest to go from your table.
1006591	2013341	Make sure to get the Socca.
1027297	2013341	As a creature of habit, I tend to opt for the Chicken Milanese, and am never disappointed.
1089566	2013341	The wild boar lasagna is a must try. Go here just for that. One of those things where you won't even try anything else on the menu. (3 of 4 petals via Fondu)
1094014	2013341	Lovely service and bread.
1050730	2013341	The meatball appetizer is delish!
1027297	2013341	Chicken Milanese is top notch. Moist and crisp with plenty of mozzarella and tomato on top.
1002033	2013341	The tomato soup is excellent.
1071353	2013354	Lox health kick bagel is out of this world - same applies to the hazelnut iced coffee.
1012533	2013354	Hot are always better. Just ask and they'll be honest. WWW.yalegurney.com - all about NYC
1043905	2013359	For $12 they could surely afford to give you more than 2 measly slices of pork!
1178106	2013359	flavorful soup base. chasuu and noodles are cold...
1053109	2013359	Their lunch special is a must.  Ramen + Rice Bowl + Salad for as low as $14.50. There are slightly more expensive combinations depending on the ramen.
1010469	2013363	Food is excellent, staff is amazingly nice and they have an \
1204573	2013363	Found bugs in rice
1010469	2013363	All you can eat sushi nights on Monday & Thursday for $23.95. Awesome sushi and unbeatable price. Be sure to pick up a frequent customer card and for every 10 visits get $10 off.
1082547	2013391	You must drink the Kings Beer!!!
1019732	2013391	Best smelling bathrooms in NYC. Seriously. Its like a jasmine rainforest. Meatloaf sandwich is quite good as well. Don't eat in bathroom.
1138109	2013391	Creme brulee and milk punch are excellent. Former is perfectly excuted, creamy, eggy custard and a perfectly thin and crispy top.
1043850	2013391	Quirky ambience. Dee-lish food. Hidden Gem! (And yes, they make a mean Old-fashioned!)
1069093	2013391	Relative of Dressler and Dumont
1106855	2013394	Its the best place If you just want to get fat quickly.
1025807	2013394	Try the Bacon Cheese Crispy Onion Burger - #OccupyMyStomach (via @Foodspotting)
1025041	2013394	Always seems like date night for BBWs here, but when you see the size of the drinks and price of the food you'll know why.  Basic, mostly fried, but they get it right - burgers, chicken, fries.
1091045	2013394	Great BBQ but do go early.
1055222	2013396	send hangovers back to the hole they crawled from with the carrot\/apple\/ginger juice.
1065695	2013396	Service has dipped. I'm the only one in the store and my juice still hasn't been made after a ten minute wait. Yet my sandwich is ready? Go figure.
1050869	2013396	The one with the chicken salad
1087740	2013406	24h, good food - also called \
1054289	2013407	Good service. I recommend the linguini w\/ white clam sauce. The grilled salmon is very undercooked & steam broccoli is too hard.
1006853	2013422	Damn son, theys got some epic Fajitas and the Sangre De Lobo (Christmas in a glass) is still excellent in July.
1000312	2013424	get the fish tacos.
1009148	2013424	Try the Catus tacos at least once! Nice!
1109481	2013424	The food is unbelievable... The waitresses... Dang. (you'll know what I'm talking about when you get here)
1001342	2013424	BYOB, but they do have cans of Tecante if that's your thing.
1159973	2013424	Lamb taco is amazing, try out the flautas for breakfast
1001342	2013424	Order to go? I recommend ordering a Tecate to drink while you wait on the AC?DC stools.
1024074	2013424	You can't go wrong with the tacos here. So good!
1216629	2013424	get the pork or salted beef taco - yummo!
1024074	2013424	Get the fish tacos with a side of avocado. Flan here is amazing!
1037565	2013424	Tacos are fantastic and they have beer, wine and Sangria now. $10 cork fee now though :\/
1222359	2013424	Pork and fish taco are a must
1222359	2013424	Best mexican food in jc, you gata try the tacos.. O and BYOB
1001342	2013424	If you don't like their rules, go eat somewhere else. More room and tacos for us!
1002022	2013446	Try the Supreme Pizza (via @Foodspotting)
1023268	2013446	Buffalo chicken slice, yummy!
1001319	2013447	They gave me coffee!!
1008767	2013447	As good as the coffee is here, don't come after lunch. Been waiting for 15 min with no end in sight.
1037037	2013447	iced coffee and pour overs to die for.. buy a bag of beans, and get a free pourover of the same coffee.
1015301	2013447	theo is the nicest dude!
1008767	2013447	The coffee is amazing. The customer service sucks. If you're in a hurry don't come here.
1036649	2013447	awesome machiato..
1014119	2013447	$.50 extra for soy. Even cold.
1006359	2013447	Great espresso. Have it outside on the bench and make new friends.
1008109	2013447	Croissants from Ceci cela with better coffee.
1217242	2013447	Get the chai latte if you want one that isn't too overpowering with the spices.
1018213	2013447	Having a non-coffee with Steve Krakauer.
1250753	2013457	Make sure you sit at the upstairs  loft. You get a really good view and just people watch.
1143431	2013457	Mixed greens salad and pick 4 toss ins. Comes with bread. Bomb.com
1108703	2013457	Amazing sandwiches! Esp the Arizona chicken.
1000550	2013458	try the frozen yogert custard - Rasberry is the best!
1031163	2013459	Go to H&H and ask what is hot... grab a hot bagel. It makes all the difference.
1012611	2013459	Be prepared before you get to the counter. The staff here is like a machine and hates wasting time.
1029832	2013459	This place is amazing. I live right near it & can smell the bagels being cooked all night long. The everything bagel here is the best in the city
1250753	2013463	Get the pulled pork & smother it in BBQ sauce
1118710	2013467	Lunch: 2 sushi rolls, Gyoza, soup and unlimited sake\/ wine= $10.you can't go wrong
1195601	2013467	This place is a mess... But good sushi and free wine, can't complain
1053109	2013467	Spend more than $20 and you get unlimited house white wine or sake.
1000072	2013485	if at south street seaport this summer, skip the touristy places to eat and have lunch at barbarini alimenari. tiny, romantic and on a nice cobbled st
1001112	2013485	Here's the answer to the question, \
1082569	2013519	We suggest the 5-Napkin Burger-the taste is great, the quantity abundant, and the onion rings we got on the side instead of fries are some of the best in town-and NYC is an onion-ring-challenged city!
1000025	2013519	Dark & Stormy Float
1082569	2013519	Winner of Best Veggie Burger in the Village Voice 2011 Best Of issue! The bun, veggies and burger work in perfect harmony.
1027404	2013519	One of the best burgers I have ever had. And I'm from Texas. As much as I've heard great things about a lot of their items, get their original burger. You won't be disappointed.
1025807	2013519	Try the Bleu Cheese Bacon Burger and spot it on Foodspotting!
1001775	2013519	the turnaround time on our order made as shake shack look like a vending machine
1064719	2013519	Can't go wrong with the lamb kofta burger!
1000015	2013519	Try the Veggie Burger (via @Foodspotting)
1020994	2013519	Try the signature Five Napkin Burger... excellent. Then try the ahi tuna burger... also excellent.
1029415	2013519	Sushi with extra jalepenos! The beer and burgers are beuno too. Oh and sit in Leah's section :)
1226595	2013519	HK fav! Can't beat the double tuna roll and the burger salad.
1020653	2013519	Very good authentic burgers and milk shakes
1000134	2013519	A burger in NYC.  Oh Yeah!  Very good.  Great local beers
1000558	2013519	Get the original 5 napkin burger. The onions and cheese are soooo savory. The bread is perfect and fluffy. Medium rare is the only way to go.
1119217	2013519	Inside Out burger--best lettuce wrap ever! Great shakes too.
1009148	2013519	Skip the sundae. Big disappointment.
1001775	2013519	the turnaround time on our order made shake shack look like a vending machine
1101472	2013521	Please don't come here. So I can.
1196173	2013521	Really good food!Service was awesome!!
1009148	2013525	Best bacon egg & cheese in universe especially on salt bagel
1262521	2013525	Worth the wait every time
1087874	2013525	Egg white, cheddar & potato on everything bagel is the way to go.  Bagel is always so fresh.
1087874	2013525	Coffee ice cubes guarantee your iced coffee won't get watered down- perfect for weekend walking around downtown or a long commute.
1087874	2013525	Egg, cheddar, and potatoes on plain is my weekend go to.  Perfect every time.
1006315	2013525	A little stressful (small place, warm, and crowded) but it's worth it for the salt bagels - mmmmmm!
1001319	2013539	Bring anyone you're dating here. If the person doesn't think it's awesome, stop dating that person.
1033575	2013539	Ask Lou for a sugar-free knuckle sandwich!
1024436	2013547	young baby coconut. drink the deliciousness, then ask for it to be split open and eat the insides. goodbye hangover!
1039371	2013550	definitely get the chana masala
1057981	2013550	Aloo.. not so great, I've had better elsewhere.. otherwise, the chapatti wrap is nice a crispy, not oily. Recommended.
1200142	2013561	Best Pizza in Montclair - and the only one open during the nor'easter (but not delivering)
1031706	2013570	Soup dumplings!
1024772	2013589	2 words, Crispy Roll
1204208	2013589	Spicy Rock Shrimp Tempura and Crispy Rice and the Gomaee
1033575	2013589	Black Dynamite roll! Damn right!
1082569	2013603	The Spinach pie is a must-have: Shiny, crackly layers of filo dough are crammed full with carefully seasoned puréed spinach and dusted with dried herbs that taste strongly of oregano.
1082569	2013603	The Village Voice voted this Best Spinach Pie in our Best of New York Poll!
1079988	2013603	Spiced pork sandwich is great, as are fresh salads
1013799	2013603	I fear the mornings when they sell out of their blueberry scones.  Their salads and soup are excellent, too.
1209553	2013605	Great delicious food; awesome hot waitresses, tip them well they deserve it!
1204517	2013605	The breakfast specials have huge servings.
1029831	2013605	Anything with truffle vinaigrette.
1209553	2013605	Make sure to tip the blonde Asian well, she deserves it.
