userid	venue_id	tips
u1498	v13607	The Oro Champagne Cocktail is delicious and has amazing brandied cherries at the bottom.
u62274	v13607	Grab lunch & a latte, sit by the window and talk shit about people, particularly your friends. I can't believe I'm the first to leave this tip, considering it appears to be a popular activity here...
u58220	v13611	Spicy Udon Noodle Soup !
u72	v13621	hit this -- and hit partners & spade on the next block as well. great for one of those \
u8466	v13621	You can't go wrong with the roast beef sandwich. The pickles that come with it are amazing!
u15397	v13621	The harissa honey-roasted chicken sandwich may be my favorite sandwich in all of New York. I could eat that every day.
u82569	v13621	These guys conceived the brilliant idea of adding coconut milk to their steel-cut oatmeal -- delicious!
u72	v13621	mix and match
u56276	v13621	I was told to get the roast beef sandwich. I was told right. Get the roast beef sandwich! It's great!
u24436	v13621	the roast beef sandwich is pretty much my version of lunch heaven.
u312	v13621	Grilled cheese special - Cheddar, caramelized onions, and tomato jam on buttery white bread. Delicious.
u49206	v13621	Go here... eat, shop, explore.
u78275	v13621	Great fare, kind staff, cozy atmosphere.
u25094	v13621	Easy to miss, but a great spot for lunch with lots of charm and character. Roast beef with horseradish was excellent! I'll be back... (3 of 4 petals via Fondu)
u105569	v13621	Saturday afternoon, didn't want to leave. Cozy + classic oldies on the stereo.
u6120	v13621	If youre not a coffee or tea fan, make a mean espresso style hot cocoa at the bar.
u23134	v13621	Order the lemonade - and enjoy!
u15416	v13621	Start with goat cheese and mussels. For dinner, the chicken is excellent.
u9503	v13621	Great for breakfast. Egg sandwich, croissant or Greek youghurt
u1511	v13624	try the madeleines
u40661	v13624	Try the Croque Madame!
u58220	v13624	Great coffee (3 of 4 petals via Fondu)
u49805	v13629	Get the tempura-udon combo. I still wake up in the middle of night drooling.
u9	v13629	Make the Curry Set \
u24772	v13629	Additcted to the negi-toro don set
u616	v13630	Here on a weekday?  I bet you $5 there's a dude at the center table - laptop perched up on a little stand - playing computer games.  Pay up, sucka!
u104	v13630	Summer pro tip: half lemonade + half green tea. Unsweetened is key - just the right amount of sweet comes from the lemonade. Look at how refreshing this looks!
u143431	v13630	How many dumps are taken here a day?
u215619	v13630	best public restroom for blocks
u195788	v13630	Big a big smile you always have better service :D
u90077	v13630	Peppermint latte non fat is bueno.
u17374	v13630	It's always crazy nuts in here, but they are organized and often fast. Too bad half the seating is taken up by people who've bought nothing.
u1342	v13630	Say thank you & vote for \
u252332	v13630	Worker are jackasses!!! Most unfriendly starbucks I have been to!!!
u38788	v13630	Be very clear and you get what you want at Starbucks.
u21941	v13631	get the cake batter   chocolate twist soft serve!
u91774	v13631	one of the best places for all my lactose intolerant friends who LoOoVe ice cream :-)
u47568	v13631	best ice cream in the city? possibly!
u32916	v13661	Are y'all crazy? The skin is too thick, dumpling is flat, and not very flavorful. Go two blocks to Sweet Spring Restaurant and pay 50 cents more for 100x better dumplings
u202050	v13661	As others have stated, five dumplings for a $1. $2 is all you need to get it in.
u166135	v13675	I ordered the vegetarian platter to go. I choked on a chicken bone..
u30477	v13675	Not spicy enough for my taste but definitely one of the most affordable options in the Curry Hill area. Go for the combo platter and grab a seat upstairs.
u174450	v13675	Good for the price but nothing special. Get the mixed platter not a single dish. Servers got good stories. Mine was from Bombai.
u196154	v13682	The hot chocolate here is so good! Try the almond croissants as well :)
u4655	v13682	Almond croissant is unspeakably delicious
u40518	v13682	Almond french toast. One of the most amazing things you'll ever eat.
u84553	v13682	Try the Magellan dessert! Chocolate mousse with gingerbread encased in chic dark chocolate... How can you go wrong!!!
u238035	v13682	Best croissant I've had in NYC so far. Great flaky texture and buttery-ness
u178106	v13683	get the 10 course omakase (chef's recommendations)
u38956	v13683	Try the grilled steak, it's amazing! And I love the 80's\/90's music they play
u242207	v13687	Shrimp Remoulade Sandwich is Delish
u953	v13687	becoming a top spot to work from for me. a\/c = brrr tho!
u26616	v13690	The peanut butter smoothie is on point.
u158177	v13694	the chicken tinga is delicious
u59122	v13694	I recommend the Shanghai Chicken Salad!
u2448	v13733	Taco Madness Mondays! Great deal
u184931	v13733	Taco Madness on Mondays = amazingness
u7378	v13733	Chips and salsa are great, rest of the menu is terrible, drinks are weak, service is worse
u43850	v13740	One of the best AYCD brunches in the city. Make reservations and order the Lobster Benedict.
u18568	v13740	The Lobster Mac is to die for!
u67881	v13740	Don't come between 5&6 on the wknd if u want to eat. They don't serve during the brunch to dinner transition.  Fail.
u64130	v13740	Skip this place for dinner...mediocre food
u59850	v13740	Drinks are $3 while you wait to get seated. Genius!
u105124	v13740	This place use to be amazing, now that they got a new chef they changed the menu and the food sucks.
u49381	v13740	Lobster Mac-n-Cheese!! Yum
u45573	v13740	The crispy pork belly will take you half way to heaven.  The lobster mac & cheese will finish the job.  Ask the fun bartenders for recommendations and try something a little weird.  It'll be great.
u312	v13745	The Almond croissant is criminally delicious
u141794	v13745	Try the Assorted Macaroons (via @Foodspotting)
u27404	v13745	There's like, good french bakery stuff here.
u11023	v13745	get one of each flavor of mouth-wateringly delicious macaroons.
u40518	v13745	So delicious! All the exotic flavors are fantastic!
u171647	v13745	Pricey, but melt in your mouth delicious!
u11466	v13746	Tres Leches cake (via TONY)
u72	v13750	butter lane cupcakes: get the blueberry cream cheese frosting yellow cupcake
u154106	v13750	Maybe I caught them on an off day, but I found the cupcake icing to be WAY too sweet & the sponge was on the dry side, Bleh...
u249065	v13750	Get there just before closing and they'll give you dozens for pennies!
u7224	v13750	Half-off at Taste of 7th Street with Scoop St.! (www.scoop.st)
u82569	v13812	Their Flemish Style Beer Beef Stew, Chicken Stew with Bacon and Mushrooms, Homemade Meatballs with Marinara Sauce, Belgian Chocolate Mousse, and Belgian Waffle were featured dishes at Choice Eats
u221644	v13812	Great place to sit and chat over coffee.  Go there for dessert and get the Banana Split Waffle: bananas, fresh chocolate syrup and vanilla ice cream.  Delicious!
u334	v13812	Try the Omelette With Goat Cheese, Asparagus, And Tomato - #French  (via @Foodspotting)
u12916	v13812	You have got to try the eggs Benedict with smoked salmon. It is normally my go-to Saturday breakfast.
u89566	v13815	$2 smoothies until the 1\/19\/12! Find them online and go! (3 of 4 petals via Fondu)
u180883	v13826	they switch between anniversary and estima blends a lot. Need a little more variety.
u1342	v13826	Say thank you & vote for \
u207922	v13826	Love the lower level here!
u287	v13836	Come for the pizza, not the service.
u107963	v13836	Get the fresh mozzarella slice. Thick slices of firm mozz, dollops of basil-laden tomato sauce on top. Crisp but chewy crust. One of the best slices in the city.
u138131	v13836	The fresh mozzarella pizza here is TO DIE FOR!
u9962	v13844	Nice crust & open air seating 2 catcha nice breeze.
u6998	v13872	Great happy hour specials, good food as well
u31083	v13872	The staff is the best! Food and drinks are so great and the prices simply the Best!
u429	v13890	it appears that prices have gone up and sandwich sizes have gone down. they re still just as delicious though.
u312	v13890	Add some sriracha, the spicy rooster of death
u312	v13890	The Veguette vegetarian sandwich is excellent. Get it very spicy with thai chilies for the proper experience.
u56276	v13890	Got their grilled pork v-sandwich. Thought it to be more fusion style compared to the other v-sandwich places I've been to. Loved it!
u105569	v13890	Asian sandwiches. The the Sloppy Bao but no more than medium spice. It's hot!
u11315	v13890	Everything is very clean and fresh. The wait staff seemed very sweet, too. I had the Classic sanwich, which was a bit of an acquired taste for me. Everything else sounded terrific though!
u9962	v13890	Get the thai ice coffffffeeeeee
u114894	v13890	The veggie bao is a tasty treat. Ask for extra pickled carrots.
u61683	v13897	Staff is cheerful and efficient, makes times square bearable
u1342	v13897	Say thank you & vote for \
u207922	v13897	Not big and it does get busy, but it's nowhere near as bad as the micro seatless SB with much bigger lines on 43rd Street and Bway!
u2443	v13897	This spot is waaay too small. Find another Starbucks near by!
u154184	v13897	Watch people while drinkin' your coffee in the starbucks
u1317	v13898	I don't even like tomato soup, but the Tomato Cheddar here is one of the best thing's I've ever tasted.
u39178	v13898	Why do I keep coming here? This place sux and is overpriced! Soupspot 31 bw 7 and 8
u39178	v13898	Went again today and tried 3 different soups. Still sucks!
u24274	v13904	I've passed this place so many times because bums sit in the 'open public space' in the front and I decided to stop for soup at 10pm. First time, still a bad idea - \
u90894	v13904	Service is consistently impersonal and aloof, but the food makes up for it. Roast pork with string beans my favorite dish.
u256555	v13904	I love this place @lunch or dinner during Fashion Week
u30477	v13915	Veggie Mediterranean chick pea burger is kinda bland. They create a Mexican black bean burger instead
u24166	v13921	If you don't like your eggs too soft tell them. Coconut macaroons are excellent
u11023	v13921	Ricotta tartine with figs and honey. Any questions?
u6278	v13923	Good place to take a date if you want things quiet, cute and definitely romantic.
u60486	v13923	Mac n cheese is delicious. One of the best!
u72	v13924	iron goddess of mercy oolong. with a name like that...
u135005	v13924	Iced Pineapple Rooibos is great on a hot day. And East. East is always good on a hot day too.
u24672	v13924	Green tea margarita is amazeballs.
u33560	v13927	Their \
u4919	v13927	An amazing Place to spend time reading a book or with a group of friends, big fan of their coffee and soups. Friendly staff and good ambiance :)
u30935	v13927	Absolutely obsessed with the baked potato soup and BBQ chopped salad.
u168434	v13928	Home of the \
u33560	v13928	The power of TV. Used to go here all the time and there was never a line.
u186067	v13929	not as good as DannyMacaroons
u34832	v13929	You don't have to go to Paris to find good Macarons... you just have to go here.
u15416	v13929	Avoid the lunch time rush and drop in after 3 PM for a cappuccino and macaroon. The Paris is my favorite sandwich.
u88331	v13929	Iced brew is the best in the area!
u119019	v13929	Espresso was perfect and a great pairing for the nutella macaroon.
u50152	v13983	Breakfast burrito is delish and they have free wifi
u16474	v13984	I'm not big on cappuccinos but I always get one here
u163156	v13984	Can be amazing to just ok depending on whos working\/ how much love the barista gods are able to bestow upon you - muffins are indeed great, you gotta check this place out for a real williamsburg vibe
u215619	v13984	small with die hard regulars. ignore the hip sneers and check out bench out front.
u1042	v13984	get an almond croissant and soy latte. best pairing for a nice morning treat.
u645	v13984	Try the French Press Coffee - Added a splash of half & half! (via @Foodspotting)
u163156	v13984	Best cheeno in nyc if ya hit at the right time mmm great muffins too yo come chill w some legit hipstamatics yall ya wont be let down
u202998	v13984	Great coffee, delicious muffins and free wifi. I love coming here if I want coffee and have school work to do.
u51975	v13986	LPQ has terrific breakfast. And with it's large community tables, there is lots of room to spread out for meetings with accountants \/ clients \/ colleagues. A real find.
u3021	v13986	Didn't realize this was so close to my office
u25094	v13986	Normally love all LPQ's but was really disappointed by the very weak coffee. When I complained and asked for another pot, i was told ok, but it will be the same. #fail (2 of 4 petals via Fondu)
u114319	v13996	Love this Eli's ,stop at least twice a week on way home-superb selection of well,everything -love the cheeses. Often go to 91st as well (closer to home)
u114319	v13996	Summer and ice cream-need I say more. If you can't decide-sample your top three.:)
u18456	v13996	My favorite place to food shop, ever... ever, ever. Extremely pricey, but well worth it IF you're a #shamelessfoodie like me.
u147509	v14015	Thai Iced Tea is a must!
u92420	v14015	My favorite restaurant in NYC: fav dish is basil minced pork, the trout fish & Thai iced tea :)
u152861	v14058	The fennel and leek risotto is a must. The crowed is not the greatest I enjoyed looking at the boring guys trying to pickup equally boring girls. Not a good place for Manhattan people watching
u67056	v14064	Actually the service sucks all the time. Sitting here for 20 minutes and no service to be found
u40599	v14066	Every time I'm in nyc I stop by this place for the homemade guac. Delicious. Try with a pitcher of Sangria.
u7224	v14066	mama nachos scoop during Taste Of Midyoem
u17939	v14083	Chocolate milk shake! Get one.
u27264	v14083	They're not on the menu, but they'll make eggs Benedict.
u235647	v14086	I love their soy garlic original chicken, but sometimes I crave for \
u16602	v14102	The pumpkin whoopie pies are a must.
u81824	v14102	Get an iced coffee with coffee ice cubes! Amazing!
u6083	v14113	Try the chocolate.
u2228	v14113	chocolate shakes are incredible
u184856	v14117	Peanut curry with sticky rice. So. Good.
u220130	v14117	Awesome Hammond trio on Fridays, but avoid the larb gai (chicken salad). Food overall is far from authentic. Most of it is tasty, though.
u19030	v14119	Try the Kare Kare
u243208	v14119	THERE WAS A HUGE PIECE OF GLASS FOUND IN THE FOOD. LIKE I SAID THIS PLACE SUCKS! Luckily, none of us got hurt eating.
u243208	v14119	THIS PLACE SUCKS.
u18799	v14143	Great $3 happy hour. Everything on the menu is 3 bucks!
u39957	v14148	Cute Sunday-morning coffee cafe. Love the house blend. Also, the Belgian waffle with fruit was delicious. Yes, service is a little slow, but it's a relaxed atmosphere to sit and sip, so why rush?
u228205	v14148	Completely understaffed. Make sure you have time.
u72	v14165	skip the sushi: get their BBQ duck
u12542	v14183	The new drink \
u65166	v14188	Where's Waldo?
u183505	v14189	Delicious chips!
u21380	v14196	Coffee was weak, but the food looked tantalizing...
u26060	v14196	Try their iced Americano (instead of a Starbucks iced coffee or the like).
u260743	v14196	Try the Turkey BLT, its so gewd ~
u260743	v14196	The chai latté is the bomb.
u26060	v14196	Try the Limonana - Minty and tart and refreshing and delicious. (via @Foodspotting)
u111375	v14196	Jasmine Tea is Great
u1284	v14197	Reliable free WiFi and table's usually available (I probably shouldn't tell anybody about this).
u39846	v14197	Wifi. Grilled Granny. Done.
u82569	v14218	Village Voice is excited to have ZuZu Ramen at the 2012 ChoiceEats food fest!  Full list of restaurants here: http:\/\/ow.ly\/8QjDQ
u82569	v14218	These guys brought braised beef tongue (\u201cJa Jiang Mien\u201d) with Szechuan pepper oil, cilantro, peanut and crispy Nori to Choice Eats- try it out!
u65107	v14218	try the pork buns (or the eel buns if they have them)!
u4407	v14218	Mini pork buns are quite tasty - a good snack with beers.
u13999	v14218	Get the beef curry noodle and make sure you stir it up and use your spoon to slurp up the bottom for yummy surprises.
u80552	v14228	Watch your step when u walk so u don't bust ur ass in front of Hoboken, like I did :(!
u80552	v14228	If u <3 a french kiss, you will <3 East La's Pama\/Chambord magarita!!! U like wild fun party 4\/get u night pama (pomegranate) blue margarita! <3 u! Xoxo best wishes! Cortney!
u47061	v14250	Best latte and americano in NYC
u10760	v14250	Potentially the best coffee I have had in NYC...
u36248	v14250	Serious drinks. Beans custom roast by Intelligentsia. But old school to go cup lids.
u30820	v14250	In the middle of Chelsea Market, so you can usually never find a place to sit. If you're walking through, this is an excellent place to stop for an espresso!
u23687	v14250	Ok, this is a real cappuccino, trust me, I'm Italian
u27775	v14250	Girls wearing hats make you good coffees
u10021	v14250	Get the Cappuchino! It's awesome! Trust me. :)
u6998	v14250	They do cold brew coffee from what I was told
u193804	v14250	Very friendly staff.
u193804	v14250	Iced coffee is delicious
u159944	v14250	I'm at Ninth st Espresso
u45774	v14250	Very good espresso, but don't expect Italy-like coffee anywhere in New York.
u26924	v14250	Amazing espresso. Took the advice and ditched the take away cup for a real espresso cup. Awesome.
u46634	v14250	I'm Italian.The espresso here tastes like Turkish coffee.Argh
u110689	v14253	3-5 pm from may 6-15 is happy hour on frappucino's. Half price!
u76791	v14253	by far the worst Starbucks in NYC. the staff is loud, rude and unprofessional.  Do not come here to study or relax.
u72	v14254	get the spicy tuna crostini and the calamari. avoid the half-lobster
u63386	v14254	Lovely, cozy spot! Get the pork belly and the lamb bolognese ramen!
u89075	v14254	The sea urchin potato gratine is mind-blowing.
u29301	v14263	Drinks are excellent here! Though the service is in slow-motion. The food is tasty... if a bit pricey.
u82569	v14265	Flemish Style Beer Beef Stew, Chicken Stew with Bacon and Mushrooms, Homemade Meatballs with Marinara Sauce, Belgian Chocolate Mousse, Belgian Waffles were their featured dishes at Choice Eats!
u73565	v14265	Grand mere mussels are the best!!!
u1059	v14265	Go to Petite Abeille on a Wednesday night for all-you-can-eat mussels.
u99	v14265	MMMMMM waffles!
u54289	v14327	I love the staff & how they remember ur name, but hate it when one person ask 4 ur order then I have to repeat it again to cashier sometimes. Ugh..
u1342	v14327	Say thank you & vote for \
u191755	v14327	Smallest Starbucks ever, but the best one I frequent.
u108636	v14334	This is as good as some of the best gelati I've had in Italy and easily accessible. The ingredients are fresh and seasonal. When I'm eating their gelati everything around me goes away.
u20086	v14354	Fantastic choice of food and drink. great for breakfast!
u1342	v14355	Get the Udon: most people are in line for soups or salads, so don't be fooled. There's almost never a long wait for Udon!
u65107	v14365	For a quick breakfast, grab a couple spring rolls and an iced coffee. The coffee is actually Cafe Du Monde from New Orleans, brewed Vietnamese-style and poured over ice with condensed milk.
u123414	v14365	Cup of water is 50 cents with ice, 25 cents without. But refills are free
u193062	v14365	Believe the hype on the Banh mi there, so damn good, and the avocado shake I had was yummy too.
u123414	v14365	Pate Thit Nuong
u63386	v14387	Pizzas are great! Quite possibly the best affogato in NYC! Great service!
u15137	v14387	Best italian place I've been to in nyc. Great sopressata pizza
u55222	v14387	Uova Al Forno: Two eggs, mozzarella & tomato sauce baked to perfection. A little bowl of brunch heaven.
u15416	v14387	the kid loves this place
u190	v14390	good Indian food!
u1112	v14390	My God I love this place.
u215619	v14435	ignore the rumors about 2.5 food poisonings.. food is simple straight forward and tasty. restrictive hours.
u50869	v14435	Chicken fried chicken
u15992	v14435	If you want to learn about beer, ask for Andy. The guy knows his shit.
u15992	v14435	Life is amazing. Stop by for brunch on the weekends. The pancakes are phenomenal. There's lots going on in the evening. Check out their great selection of craft beers.
u72	v14448	get the stew and polenta with a bottle of malbec on the side
u175941	v14448	Order the Caprese Salad - one of the best in NYC. Oh, and make friends with Daniel the bartender. He's a good man.
u2374	v14456	Surprisingly good pizza for a deli, and cheap as hell. Large Pepperoni is $13.87.
u186067	v14457	Not for nothing, but the macaroons are ridiculously good. Especially the salted caramel....
u29831	v14457	Plug in, veg out, and enjoy one of my favorite TriBeCa spots!
u119733	v14457	Just realized that these guys got a C for sanitary inspection. Sounds like I won't be visiting for a while.
u53759	v14457	You must try the ixtapa signature sandwich and soup! The yogurt dipping sauce is great!
u36055	v14469	Bento Special. You try a little of everything for a good price
u193062	v14472	the Pho, not good
u8767	v14487	Best sushi in BK by far. Don't miss the TNT Lover Roll.
u52312	v14487	best sushi in the neighborhood, no constest
u33575	v14487	Ki's lunch specials are $weet!
u40661	v14494	Check out Bobby Berk Home two doors South on Crosby.
u40661	v14494	Check out Bobby Berk Home next door at 59 Crosby as seen on HGTV's Design Star
u195788	v14494	Big a big smile you always have better service :D
u1342	v14494	Say thank you & vote for \
u18151	v14494	The crew is nice but was disappointed that they gave me the wrong size and instead of making a new one they just poured the grande into a venti cup and added more milk so it was really milked down.
u91070	v14494	This is actually one of the nicer cozy Starbucks around.
u82569	v14497	The Treats Truck's peanut butter sandwich cookie is basically just peanut butter, butter, sugar, and perfection
u104	v14501	The crepe + cafe au lait is the perfect snack on a cold winter night.
u65107	v14532	Get the Kimchi Gobdol Bibimbob. spicy and delicious.
u178106	v14532	try the ox bone soup with ox knee. lots of collagen
u40642	v14532	The Kalbi Jim is really freaking good! But shit, when did this place get so popular. Get there early for anything or super late at night or be prepared to stay in line forever.
u135005	v14532	7:30pm on a Monday is packed out the door. Also the doengjang chigae is super spicy for those of you who like it that way.
u49610	v14541	The music is awesome on Friday night!
u13530	v14541	Worst margarita I've had. But looking forward to the music.
u167073	v14541	Empanadas are amazing here! The white sangria is a win, too.
u237720	v14541	Awesome food, fun, and music!!
u7083	v14549	You must try the spicy pickles!
u60556	v14549	Extremely terrible service... tourist trap, took us 20 minutes just to get water
u150051	v14549	Try the Bison meat. It's meatier but still juicy and delicious. Also, August is cookie month- so get some cookies!
u248027	v14571	spotted Chef Jean-Georges while having lunch at Jean-Georges today. coincidence, I think not. very exciting!
u15440	v14582	Everything is overly greasy.
u216811	v14594	the filet is to die for
u45063	v14628	be nice to the bald guy there he kicks ass
u82569	v14652	Winner of Best Serbian in the Village Voice 2011 Best Of issue!
u82569	v14652	Village Voice is excited to have Kafana at the 2012 ChoiceEats food fest!  Full list of restaurants here: http:\/\/ow.ly\/8QjDQ
u8285	v14669	The chicken souvlaki platter is awesome
u179616	v14669	Always great service, excellent food and complimentary mints and cookies as you leave (they're by the register) try the broiled jersey pork chops! FYI Free delivery!
u5663	v14674	The croissants are buttery good, but they flake like mad when you eat them. Make sure you're not wearing nice clothes when you chow down.
u72712	v14674	the glass of wine is $10 and they give you just a little bit.  i almost asked IS THAT ALL YOU GET FOR $10??? Delicious, but not liquid gold:( darjeeling here however is awesome..$2 mini pot
u142268	v14713	Chef works magic w texture; try the dumplings w crunchy grapefruit confit. Truffled strawberries also one of my fav desserts in the city.
u91838	v14713	Get the scallops and don't skip dessert - truffled strawberries and black pepper ice cream
u13095	v14713	Prefect blend of thyme and tumeric. Super tiny (consider making reservations unless just passing by!) but delicious.
u72	v14714	the hand-pulled noodles have just that right elastic feel. get it with the mutton (one of my favorite types of meat)
u75708	v14714	Get #2: Spicy beef noodle soup. If you're really hungry, order dumplings too. The waitress here has a booming voice.
u165056	v14730	The oysters are so fresh and tasty. I love the live scallops too.Sit at the sushi bar, the chefs are masters.
u165056	v14730	Blue fin toro baby!
u66227	v14749	Get either the #7: Beef with Lemongrass or the #1: House Special, in that order.
u25438	v14749	The #1 classic is great but I'm in love with the special pÃ¢tÃ© sandwich. They also have great drinks to choose from- the salty lemon soda and basil seed drink are my fave.
u23634	v14749	Great Iced Coffee
u170632	v14790	Try the mango peach sangria - it's delicious, and not too sweet.
u1319	v14801	In my official duties as a black man, I'm stating for the record, Koreans make the best fried chicken.
u25807	v14801	Try the Bon Chon (Korean Fried Chicken) - A MUST HAVE! (via @Foodspotting)
u163242	v14801	Best stews and wings ever. Also the lychee soju goes straight to your head.
u53109	v14801	The watermelon soju is a must get.  Pair that with drumstick\/wing combo with both sauces and you will not be disappointed.
u103741	v14801	fried chicken w\/ unflitered sake is amazing here
u23172	v14801	The eel gui is fabulous.
u50730	v14801	They put sugar on the sweet potato fries.  Evil, but delicious.
u52992	v14801	Try the fried calamari with spicy mayo dip. Great side with the soy garlic chicken
u114319	v14828	Brioche French toast ..yum a must during brunch !
u114319	v14828	One of the best additions to the UES- fabulous food,service and ambiance in the main dining area AND a private dining room complete with fireplace-how can you go wrong ! Stop in for lunch or dinner!
u114319	v14828	The Arnold Parlor is a terrific pre dinner cocktail !
u16498	v14828	If you're going for weekend brunch, suck it up and call for a reservation
u27682	v14828	Great food. Too many families. Loud.
u9962	v14833	Gr8 Athenian omelette w spinach & feta cheese & home fries.
u216812	v14854	Get the fruit tarts... this place is always always always crowded though.
u33989	v14855	Toasted plain bagel with chicken salad and tomato
u27367	v14855	Great Hot & Iced coffee - the bagels are great when they are still warm
u50246	v14859	Bagels are really good
u24436	v14859	surprisingly great bacon - add it to your egg & cheese in the morning!
u77584	v14859	Pizza is hit or miss.
u191295	v14860	Make sure to use the bathroom!
u204517	v14867	Make your own salad! 6 toppings for only $8!
u14563	v14889	Curried cauliflower wrap is an instant classic.
u4463	v14889	good coffee really bad espresso, be warned.
u222643	v14889	No the vegan crepe was disgusting. It came on wheat bread and they messed up our order twice.
u48217	v14889	Great spot to grab a bite to enjoy with a brew outside at The Gate (across the street), though 'snice has its own rather pleasant-looking outdoor space.
u104	v14903	A fine assortment of breakfast pizzas to go with their sweet options. This one's got smoked trout, caramelized onions and capers on it. Also, really nice laid back vibe.
u1267	v14905	Fantastic bread... Had to ask for more an embarassing number of times. Great waitstaff though!
u953	v14905	great atmosphere, great people, great food!
u193062	v14905	The hummus was excellent.
u11367	v14914	Haryali Chicken, Tikka Masala and Garlic Naan was very yummy
u312	v14923	On Thursday night Mattias plays live French music with his band. Eat Mussles with Saffon creme and drink your byo wine     You will enjoy.
u208163	v14923	Service is great... everything on the menu is amazing. Brunch my fav is eggs benedict with smoked salmon, dinner mussels and for dessert any of the crepes.
u109529	v14923	BYOB. Bring some champagne for brunch & have a mimosa!
u18653	v14924	Great lunch at a great price. Pizza, hot plates, anything...
u88105	v14924	The staff is great and owner is always happy to help. The  food is great.
u202460	v14924	My go-to place for real NY style pizza.  No bad tasting pies here!
u118710	v14927	Stop in after a long flight from Europe. A mixed combo, beer and some fries will pick you right up
u118710	v14927	Its very Habit Forming....Soy Ginger Garlic\/ Spicy chicken wings plus Lychee Soju, you can't go wrong. You'll be addicted in no time and always back 4 more. Get there early, or come at 3 AM :)
u8997	v14927	The REAL KFC (only KFC stands for KOREAN fried chicken) flavorful, crispy and SO not greasy.  I come here EVERY TIME I visit NYC
u4787	v14927	Just get the chicken and the sauces. Double fried with the spicy, tangy dipping sauce is really all that needs to be said. It's really one of the tastiest things you will ever eat in your life. This p
u25651	v14927	Soy or spicy. So hard to choose.
u63386	v14945	Best chachangmyun in the city! Seriously!
u122031	v14945	Get the jjajangmyun. A bowl of extra noodles costs only 2 bucks!
u75708	v14945	Best Korean Chinese in Manhattan.
u79452	v14945	Spicy sea food noodle is great here.
u26201	v14945	The ????? (Ja-jang-myun) here is MASSIVE.  Same with the ?? (jjang-bong).  1 is enough portions for 2 people.  Get one noodle dish and another entree, and split the noodles!
u2501	v14950	now serving breakfast.
u51975	v14950	Great place for quick and affordable lunch downtown. $15 or so. Something on menu for everyone. Classic burger + fries are unbeatable. And they seat partial parties.
u943	v14950	Not open for breakfast anymore...wtf?
u22056	v14950	The roast organic chicken was good. Not superb, as I had expected, but good.
u51975	v14950	No AC. Avoid on hot summer days.
u10503	v14952	cheap but good turkish. excellent hummus.
u33463	v14969	A good place to grab a reasonably priced meal in Times Square! Don't forget to try one of the 'Texas Sized' drinks!
u28446	v14969	Service here is awful people are the door is poor and food takes forever
u37223	v14969	Do yourself a favor - leave. Go to 23rd St location instead. Food is great but staff is rude and inattentive.
u261247	v14969	BRING THE RUM PUNCH BACK!!!
u133254	v14969	You gotta try the Blue Hawai... spiked or virgin excellent addition to any meal here
u97470	v14969	Really good chicken 'n ribs. Will definitely be back the next time I'm in NY.
u7678	v14969	Blue Hawaii and baby back ribs? Can't go wrong with that!
u59931	v14970	Hot chocolate is the BOMB.
u19387	v14970	They now deliver!
u19387	v14970	Veterans special this from May 19 thru May 26: free small coffee and slice of pie\/cake
u17208	v14971	This place is awful. Eat somewhere else.
u21380	v14990	looking for a coffee spot midtown, peep this place, very friendly staff, not quite manhattan espresso but it will do, a large is a LARGE here
u2337	v14990	Green and sustainable coffee house. Except they hand out two paper cups stacked on top of each other for every coffee they hand out.
u16602	v14990	Grab an almond croissant to go with your coffee. Delicious.
u32238	v14996	I don't think it's necessary to put an entire bunch of arugula on a pizza - I couldn't see the pizza base with all that green
u216629	v15000	get the pork.  YUM!!!!
u13259	v15009	The best cappucinos! And you can't go wrong with any of the chocolates either...
u50869	v15010	I love paying 24 dollars for a burger, fries and a coke
u98972	v15010	Try Shelly's Baked Macaroni 'n Cheese and a Bowl of Real Chicken Soup. Great comfort food on a cool day.
u40407	v15010	Every time I go here, I get the Chinese Chicken Salad.  After the first few times, I don't even open the menu anymore.  Good stuff!
u38431	v15015	2 for 1 cocktails & well-drinks Monday through Sunday 5PM-11PM!
u31971	v15015	WTF, people? Mediocre sushi.  Can you not resist outdoor seating even if they're serving dog food?
u72	v15024	sit and enjoy whatever the house recommends: the prix fixe for lunch or the omakase at dinner.
u82569	v15053	Village Voice is excited to have Quinto Quarto at the 2012 Choice Eats food fest! Full list of restaurants here: http:\/\/ow.ly\/8QjDQ
u196154	v15053	order the Bucatini.  heaven.
u40266	v15053	Rustic. Not fancy but good. Quick and friendly
u9769	v15053	try the homemade pastas at this hidden NYC gem!
u82569	v15061	They brought Motton Sosatie (Skewer Lamb), Mini Malva Pudding (traditional sponge cake with apricot flavorings), and South African Rum Punch to Choice Eats- the sponge cake was my favorite!
u43850	v15061	Amazing brunch. Exotic, well rounded menu plus $8 unlimited mimosas with a DJ spinnin' hip tunes.
u34832	v15061	Great atmosphere and the friendliest staff. Get the African Roadrunner. It's the best Ostrich fillet you'll ever have. The cocktails are wonderful too.
u82569	v15061	Winner of Best South African in the Village Voice 2011 Best Of issue!
u36758	v15061	The African Road Runner is amazing! It's a very tender and juicy ostrich fillet, you will crave this for weeks. The decor and music is fitting and inviting. Don't miss the cocktails, pretty unique.
u13095	v15061	Safari breakfast sandwich, add ostrich.
